Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20
"Norfolk County, MA",US,42.1767,-71.1449,0,-2,3,5,1,-5,-3,-1,-6,-5,8,15,1,0,2,-1,-9,-11,-7,-8,-12,-11,-8,-2,0,4,1,1,0,-7,-6,-1,0,-3,-1,2,-1,0,-4,-8,0,3,1,0,0,-13,-5,-3,-3,2,-6,-9,-6,-4,-2,4,5,5,-2,-6,-7,-6,6,6,2,-2,-1,-3,2,7,6,-1,4,3,2,-3,-1,0,4
"Maricopa County, AZ",US,33.2918,-112.4291,1,2,2,2,2,3,4,3,5,3,1,1,2,3,5,7,5,3,5,9,11,8,5,6,5,6,8,6,5,6,4,5,6,9,0,0,0,1,3,5,9,8,3,3,5,4,5,6,7,8,7,13,13,7,6,6,5,4,8,8,9,7,7,7,8,13,11,12,8,14,15,16,11,9,10,10,11,11,9
"Wake County, NC",US,35.8032,-78.5661,2,1,7,12,2,0,0,0,0,2,12,17,16,16,12,15,1,0,8,-2,-4,-4,-3,2,8,0,0,2,0,1,-1,3,1,6,11,14,14,13,-1,0,1,14,9,11,4,-3,-1,4,3,9,3,-2,-6,-2,4,7,11,3,-2,0,-3,2,12,6,7,4,2,-1,2,11,10,10,16,9,9,5,8,8,14
"Westchester County, NY",US,41.122,-73.7949,0,-2,3,5,1,-1,0,-1,-6,-2,6,13,0,1,3,2,-7,-8,-2,-8,-10,-9,-6,-2,0,0,0,0,-2,-6,-3,0,0,0,1,2,0,2,-3,-3,1,4,0,0,-2,-11,-3,0,0,2,-3,-7,-4,-2,0,3,5,5,-3,-3,-5,-1,6,5,1,0,0,-1,4,7,4,1,5,3,3,-1,2,1,3
"Grafton County, NH",US,43.9088,-71.82600000000001,-5,-5,-1,0,-5,-11,-7,-5,-15,-11,0,8,-6,-4,-1,-2,-17,-18,-11,-15,-16,-12,-10,-5,-2,0,-2,-4,-8,-13,-10,-4,-5,-6,-4,-5,-8,-3,-13,-19,-7,-5,-5,-3,-17,-21,-10,-6,-12,-4,-16,-19,-11,-8,-6,0,0,1,-9,-10,-13,-11,0,0,-2,-4,-8,-7,0,2,-3,-3,0,-1,-5,-11,-5,-3,-1
"Hillsborough, FL",US,27.9904,-82.3018,10,11,18,21,7,4,5,7,8,15,20,19,19,16,18,16,18,14,15,7,3,0,9,14,12,5,11,11,7,11,12,15,7,5,8,13,19,14,5,9,12,17,18,19,21,11,14,18,18,20,20,10,4,9,12,16,17,9,4,7,4,9,13,16,19,16,7,7,11,15,14,15,14,15,16,16,17,17,16
"Placer County, CA",US,39.0916,-120.8039,4,3,5,4,2,3,4,0,0,0,2,0,1,1,-2,1,0,0,5,7,3,4,4,6,5,6,4,3,2,6,6,7,5,-3,-3,2,4,5,4,1,3,6,5,4,3,4,6,5,4,4,5,6,7,4,4,7,7,6,8,7,1,1,7,8,8,8,2,2,3,5,5,6,7,2,0,0,-1,0,-1
"San Mateo, CA",US,37.563,-122.3255,7,8,7,9,7,5,5,8,9,5,8,6,6,8,4,8,5,4,5,7,9,10,7,8,10,12,8,9,7,9,9,8,9,4,5,5,7,7,7,8,8,10,8,6,7,6,7,7,9,5,7,9,10,8,6,9,9,10,11,8,6,10,10,10,9,9,9,7,8,10,11,9,8,9,9,6,5,7,7
"Sonoma County, CA",US,38.578,-122.9888,8,6,6,5,3,4,3,4,4,3,4,3,2,2,0,4,1,2,5,6,5,6,5,7,8,8,7,7,6,8,9,9,6,0,0,3,6,7,6,4,5,8,7,5,6,5,6,7,5,3,5,7,6,5,5,8,8,8,9,5,3,6,10,10,8,8,5,1,5,6,6,8,7,4,2,1,1,3,3
"Umatilla, OR",US,45.775,-118.7606,7,4,4,4,0,2,7,4,0,-2,4,1,0,-7,-7,-2,-5,-1,-1,-1,0,1,4,5,3,4,1,5,2,1,5,9,0,-4,-3,0,6,7,3,-1,-2,0,0,-2,1,1,2,0,-3,-5,-3,-3,0,2,0,-2,0,0,1,1,-2,0,5,5,0,3,1,0,0,-1,4,-1,0,-3,-4,-4,-5,0,0
"Fulton County, GA",US,33.8034,-84.3963,3,7,7,12,0,3,9,3,3,10,15,9,14,16,13,15,6,5,4,-3,-4,-3,3,4,3,0,6,3,5,4,5,4,2,6,13,16,16,2,0,0,4,10,10,14,1,0,5,5,10,9,5,1,0,2,7,8,8,1,0,2,1,9,12,12,10,6,0,4,7,13,12,15,17,13,13,11,10,14,14
"Washington County, OR",US,45.547,-123.1386,8,4,5,3,5,5,8,4,0,2,5,4,0,0,-1,1,0,3,5,4,4,5,8,8,6,7,4,7,7,5,8,10,0,0,-1,3,8,8,4,0,0,0,2,0,2,4,1,1,0,0,0,-1,0,5,1,0,5,0,2,3,0,3,6,5,1,4,1,0,0,1,3,0,2,2,0,0,0,6,6
"Snohomish County, WA",US,48.033,-121.8339,6,2,4,3,3,3,7,2,0,0,2,1,-2,-4,-1,0,0,1,4,5,5,4,5,7,5,5,4,5,6,1,6,8,0,0,-1,1,3,3,3,0,0,1,2,1,2,3,2,1,-2,-1,0,0,3,3,1,0,4,4,2,3,1,1,5,2,3,2,2,0,-3,0,3,1,2,0,-2,0,0,1,1
"Humboldt County, CA",US,40.745,-123.8695,6,3,4,4,3,1,2,5,4,1,6,2,3,4,1,2,2,5,5,6,7,6,8,8,10,8,7,8,4,7,7,5,4,0,-2,1,4,3,3,0,2,5,2,2,2,2,6,3,2,3,6,4,4,3,0,4,5,5,5,3,1,2,3,4,5,6,4,2,4,3,5,5,3,3,2,0,2,4,1
"Sacramento County, CA",US,38.4747,-121.3542,5,3,3,5,3,1,1,5,6,0,6,1,4,6,0,5,3,3,3,4,5,10,5,7,8,11,5,7,6,6,6,4,6,0,0,0,1,1,2,7,4,2,3,2,2,3,7,6,4,2,3,4,6,5,5,4,5,4,6,7,7,7,4,5,7,6,8,6,7,5,8,6,6,9,8,4,2,6,1
"San Diego County, CA",US,32.7157,-117.1611,8,9,10,8,8,8,9,7,12,7,6,7,9,9,6,9,11,7,8,11,12,11,9,10,10,12,10,9,9,9,9,10,11,13,6,4,6,7,8,13,10,8,8,7,8,7,8,10,12,13,10,11,13,13,11,10,12,11,15,10,14,10,8,11,11,12,13,12,10,14,15,14,13,14,12,12,12,10,11
"San Benito, CA",US,36.5761,-120.9876,4,5,4,5,3,3,3,3,3,1,2,1,1,3,0,3,0,1,4,7,4,7,6,6,6,8,4,3,3,5,6,6,5,-1,-1,0,3,4,5,2,3,4,5,4,4,4,6,5,5,3,5,8,7,4,5,7,8,9,11,8,2,1,5,7,7,7,5,3,5,8,6,7,6,5,5,4,0,0,2
"Los Angeles, CA",US,34.0522,-118.2437,8,9,10,8,8,10,11,8,10,6,6,7,7,6,6,8,8,7,9,12,11,9,10,11,10,11,9,12,11,11,11,13,12,9,6,4,5,6,7,10,11,11,8,8,8,7,9,8,10,11,10,13,14,11,9,11,12,14,17,13,13,9,13,10,11,11,11,10,9,13,15,12,11,12,11,11,7,8,10
"King County, WA",US,47.6062,-122.3321,8,4,5,4,5,4,9,4,0,1,5,3,-2,-2,0,1,0,2,5,6,6,6,7,8,4,6,5,6,7,5,7,10,0,1,0,3,6,5,5,1,2,1,5,3,4,4,3,1,0,0,0,0,4,4,3,1,5,3,1,4,0,3,7,4,3,3,3,2,0,1,6,3,2,1,0,1,0,1,1
"Cook County, IL",US,41.7377,-87.6976,-5,1,1,0,-4,-2,-2,-8,-5,7,0,-3,-1,0,-1,-8,-8,-3,-16,-9,-10,-5,-1,0,0,-1,-2,0,-1,-1,-1,0,0,-1,1,-1,-2,-4,-3,-5,-3,-3,-5,-6,-18,-14,-7,-4,1,-8,-11,-11,-4,0,0,1,-1,-5,-8,-9,-3,1,0,0,0,0,-4,2,8,2,0,1,1,1,0,0,1,1,3
"Skagit, WA",US,48.4242,-121.7114,1,-2,-1,-1,-1,-2,1,-2,-6,-4,-2,-3,-9,-10,-8,-4,-6,-4,0,1,0,-1,0,1,0,1,0,0,0,-2,1,3,-5,-5,-6,-3,0,0,-1,-4,-2,-2,-1,-1,-1,-1,-2,-4,-5,-3,-3,-2,-1,-1,-3,-3,0,0,-1,-1,-4,-2,0,-2,-1,-1,-2,-4,-6,-3,-1,-4,-3,-5,-6,-2,-1,-1,-1
"Thurston, WA",US,46.8646,-122.7696,8,3,7,3,4,4,8,4,0,1,5,3,0,0,0,2,0,3,6,4,5,5,8,8,7,7,4,7,7,3,8,9,0,0,-1,2,7,8,5,0,0,0,3,0,3,4,1,0,-1,-2,-1,-1,2,4,2,0,4,1,1,3,0,3,6,4,1,3,1,0,-1,0,4,0,1,0,-1,-1,-2,0,0
"Island, WA",US,48.1976,-122.5795,8,5,5,6,6,5,8,5,2,2,6,3,-1,-3,0,2,0,3,7,7,7,6,7,9,7,7,5,6,7,4,7,8,1,2,1,2,5,4,5,2,3,2,5,4,5,5,4,3,1,0,1,2,4,5,4,2,5,5,3,5,3,4,6,5,5,4,3,3,0,3,6,4,3,1,0,2,2,2,3
"Whatcom, WA",US,48.8787,-121.9719,5,0,0,0,1,0,3,0,-3,-1,0,0,-9,-10,-8,-4,-4,-1,2,4,3,1,2,4,1,2,2,1,1,-1,3,4,-3,-3,-4,-1,1,0,0,-3,-2,0,0,0,0,0,0,-2,-4,-2,-1,0,1,1,-1,-2,1,2,1,0,-2,0,2,0,1,0,-1,-2,-5,-1,0,-1,-1,-5,-6,0,0,0,0
"Marin, CA",US,38.0834,-122.7633,7,7,6,8,5,4,3,6,7,3,7,4,4,5,1,7,2,4,5,6,8,6,6,7,9,10,7,8,5,9,8,7,8,1,4,4,5,5,5,6,7,7,7,5,7,4,7,6,5,4,5,7,6,6,4,8,8,7,8,5,3,8,8,8,8,8,6,2,5,6,7,6,6,7,5,3,3,5,4
"Calaveras, CA",US,38.196,-120.6805,4,3,4,7,5,1,2,5,5,0,5,0,3,6,0,6,2,1,2,5,7,9,5,8,6,10,4,5,2,5,5,5,6,-1,-1,0,1,2,4,4,3,3,4,4,4,4,7,4,6,5,6,7,11,3,3,6,7,7,11,9,6,4,4,7,8,6,8,6,6,7,10,7,8,8,7,2,2,4,3
"Stanislaus, CA",US,37.5091,-120.9876,3,4,2,2,4,1,1,4,5,1,3,1,2,5,1,3,3,3,2,4,4,10,6,6,8,10,4,5,6,4,5,3,6,2,0,-1,0,1,2,5,4,1,2,2,3,2,4,5,4,0,2,5,11,4,6,4,4,5,7,9,6,3,2,4,5,6,7,6,6,8,8,7,6,9,8,4,3,3,5
"San Joaquin, CA",US,36.6066,-120.189,3,6,2,2,6,3,0,4,5,3,1,2,1,2,0,1,1,0,1,4,4,8,6,6,6,8,5,5,6,3,4,3,4,1,-2,-1,0,0,1,4,2,0,1,2,3,3,4,5,4,1,2,4,10,4,5,3,4,5,7,9,7,1,2,4,6,6,6,5,6,8,8,7,8,10,9,9,3,3,7
"Essex, MA",US,42.632,-70.7829,0,0,4,4,1,-3,0,0,-7,-3,7,12,0,0,2,1,-8,-11,-4,-7,-8,-7,-3,0,3,3,1,1,-1,-4,-2,0,0,-1,0,2,0,1,-5,-7,1,1,0,0,-4,-12,-3,0,-1,1,-5,-9,-2,0,0,3,3,4,-2,-2,-6,-3,6,5,2,1,-2,0,4,4,4,1,4,3,1,-3,0,2,4
"Charlton, GA",US,30.7917,-82.0843,3,6,15,20,3,2,4,1,0,13,17,18,18,14,16,15,11,8,15,1,-1,-1,5,11,6,2,9,4,1,9,10,6,4,4,6,10,18,10,1,4,7,16,16,19,9,3,9,11,13,16,12,4,0,1,9,14,16,4,0,3,0,5,15,18,15,10,3,1,7,11,12,13,13,13,14,16,16,17,16
"Collier, FL",US,26.07,-81.4279,11,13,20,21,11,6,10,10,13,18,21,19,18,18,15,14,16,17,15,18,6,1,10,14,14,7,10,16,11,16,11,17,10,6,9,15,21,17,9,14,16,18,19,20,19,17,18,18,18,20,20,19,9,13,12,16,19,14,6,6,5,10,14,17,20,21,10,10,15,15,15,16,16,17,18,17,17,17,17
"Pinellas, FL",US,27.8764,-82.7779,13,14,20,22,10,8,9,10,11,18,20,20,20,19,19,18,19,17,17,7,5,2,10,15,13,9,13,12,11,12,14,16,12,10,11,16,20,15,8,12,16,18,19,20,19,12,16,19,20,20,20,10,5,11,15,19,18,12,9,12,9,13,16,19,21,16,10,9,14,17,16,16,16,17,19,19,19,20,19
"Alachua, FL",US,29.7938,-82.4944,4,7,16,21,4,1,2,1,2,12,18,18,19,14,15,15,13,10,15,2,0,-1,8,12,7,3,9,5,2,10,11,8,4,4,6,11,19,10,2,4,8,16,17,18,11,4,10,13,15,17,15,5,0,4,10,16,15,5,0,4,1,7,15,17,20,11,4,3,9,13,12,12,12,13,14,17,17,17,16
"Nassau, FL",US,30.5927,-81.8224,4,6,16,21,4,1,4,2,2,15,18,18,18,15,16,15,12,11,16,2,0,-1,7,11,8,3,9,5,2,9,11,7,4,4,6,11,19,11,2,4,8,17,16,19,10,5,10,12,13,17,13,4,0,3,10,16,16,4,0,4,1,6,16,18,15,10,4,3,8,12,13,13,13,14,15,17,16,17,16
"Pasco, FL",US,28.3232,-82.4319,9,10,17,21,6,3,4,6,6,15,19,18,18,16,17,16,17,13,15,5,1,0,9,14,10,5,11,10,6,11,13,14,7,5,7,12,18,14,4,7,11,17,17,19,19,9,13,16,17,19,18,8,2,8,12,16,16,8,3,7,4,9,13,16,18,15,6,6,10,14,13,14,13,14,15,15,17,17,16
"Dallas, TX",US,32.7767,-96.79700000000001,4,10,7,3,5,3,3,3,13,18,1,0,5,13,15,9,8,12,1,2,1,3,6,3,2,10,6,10,3,4,5,2,7,11,17,1,-1,0,2,14,7,5,5,3,-3,2,8,14,13,5,5,0,3,8,11,5,3,0,4,6,14,16,13,12,7,6,6,7,15,10,17,19,17,17,9,10,15,18,20
"Tarrant, TX",US,32.7732,-97.3517,6,11,7,3,6,3,3,2,14,18,0,0,6,14,16,8,9,10,0,2,2,4,7,3,4,10,5,11,3,4,4,1,9,12,15,1,-2,1,2,14,6,4,4,3,-2,3,9,13,13,5,4,-1,4,8,10,5,3,0,4,7,13,15,13,12,7,6,8,8,16,10,18,19,15,16,9,11,16,17,19
"Montgomery, TX",US,30.3883,-95.6963,5,12,9,3,5,7,5,1,12,19,7,0,7,14,19,18,14,18,3,2,1,4,12,3,4,12,8,10,5,6,7,2,6,11,18,5,0,0,6,13,19,8,7,4,0,3,12,15,19,9,6,2,1,8,15,7,5,0,2,4,14,16,18,18,10,9,6,7,15,16,16,17,19,20,19,17,19,20,21
"Middlesex, NJ",US,40.5726,-74.4927,1,-4,4,6,2,-1,0,-1,-6,-2,6,16,1,0,3,2,-4,-7,-1,-6,-8,-8,-6,-2,2,0,0,0,0,-5,-1,2,0,0,2,3,1,3,-1,-1,2,5,1,1,0,-11,-4,0,1,4,-3,-7,-5,-3,-1,5,6,4,-2,-3,-4,-3,6,6,2,0,1,-2,2,7,4,2,6,4,5,0,4,1,5
"Jefferson, CO",US,39.58,-105.2663,0,-4,-6,0,-2,-5,-1,-1,-5,-7,-11,-7,-7,-2,-4,-5,0,-7,-5,-5,0,0,-4,-1,0,-1,0,-6,-3,-6,-7,1,4,-7,-15,-18,-10,-9,-5,-7,-9,-14,-6,-13,-9,-7,-5,-4,-10,-11,-16,-7,0,-2,-3,-9,-14,-3,-2,0,0,-6,-2,-1,-2,0,2,3,0,1,1,3,-2,-2,-1,0,0,1,-1
"Multnomah, OR",US,45.5146,-122.5863,9,6,7,4,5,6,9,5,2,1,3,1,0,0,0,1,0,2,5,5,5,6,8,9,7,8,5,8,7,4,8,10,0,0,-1,4,9,9,5,2,3,1,3,1,4,5,4,3,0,4,4,1,1,6,4,1,7,1,3,4,1,4,8,6,3,5,3,2,0,0,4,0,2,0,0,3,1,4,2
"Polk, OR",US,44.9267,-123.4919,6,3,4,1,2,2,6,2,0,1,2,1,0,-1,-3,0,-1,1,4,4,2,3,7,6,5,4,3,5,4,4,7,7,0,-1,-1,1,6,6,1,0,0,0,2,0,1,2,1,0,0,0,2,0,0,4,0,0,4,3,2,1,0,1,4,2,1,3,0,-1,-1,0,2,0,0,-1,-3,-1,3,1,2
"Deschutes, OR",US,43.8325,-121.2617,1,-2,0,-4,-4,-3,0,-3,-7,-5,-4,-5,-7,-8,-11,-4,-9,-4,-1,0,-2,-3,1,-1,0,0,-3,-1,-2,-2,2,2,-7,-11,-10,-3,1,0,-4,-6,-4,-3,-4,-3,-4,-2,-1,-6,-9,-7,-4,-3,-2,0,-6,-3,0,-2,0,-5,-8,-3,0,-1,0,0,-3,-5,-4,-4,0,-3,-3,-5,-10,-7,-5,-3,-3
"McHenry, IL",US,42.3334,-88.2668,-7,0,0,-2,-5,-4,-2,-11,-7,2,-1,-8,-2,-1,-5,-11,-14,-3,-17,-11,-14,-6,-2,0,0,0,-3,-3,-4,-5,-2,0,0,-3,-1,-5,-4,-7,-6,-6,-6,-5,-7,-10,-21,-15,-8,-3,0,-11,-15,-13,-3,0,0,0,-3,-5,-9,-10,-2,-1,-1,0,-2,-1,-6,3,7,1,0,1,0,0,0,-3,0,1,3
"Lake, IL",US,42.3689,-87.8272,-7,2,1,-1,-4,-2,-1,-10,-6,6,0,-5,-1,0,-4,-8,-11,-2,-15,-8,-10,-5,-2,0,0,0,-2,-1,-3,-2,-1,0,0,-1,0,-4,-3,-5,-3,-5,-4,-3,-5,-10,-19,-14,-7,-4,0,-10,-14,-11,-2,0,0,1,-2,-5,-8,-9,-2,0,-2,0,0,-1,-5,4,9,1,0,1,0,0,0,-2,1,1,1
"Bucks, PA",US,40.4108,-75.2479,0,-5,3,6,1,-1,-1,-2,-7,-2,6,16,1,0,3,2,-5,-7,-1,-7,-10,-9,-8,-2,2,0,0,0,0,-7,-4,0,0,0,2,2,0,4,-2,-2,1,5,0,1,0,-12,-5,0,0,2,-3,-8,-5,-4,-3,4,5,2,-3,-4,-4,-3,6,5,1,-1,0,-3,2,7,3,1,6,3,3,-1,3,0,4
"Hanover, VA",US,37.7772,-77.5161,0,0,7,11,2,0,-1,0,-4,0,10,18,8,6,6,8,0,-2,2,-4,-6,-6,-6,0,8,0,0,1,-1,-2,-3,0,0,7,12,13,4,9,-1,-2,2,8,5,5,1,-6,0,1,0,6,0,-4,-6,-3,1,7,7,2,-1,-2,-5,1,8,5,6,2,2,-2,5,12,9,7,10,6,5,2,4,8,9
"Lancaster, SC",US,34.7253,-80.6771,1,2,7,13,0,0,3,0,0,7,12,16,16,16,13,16,3,1,7,-3,-5,-5,-2,3,4,0,3,0,0,3,0,2,1,4,11,13,16,7,-2,0,0,13,12,16,5,-1,0,3,9,10,5,0,-4,-1,7,7,9,1,-1,0,-3,3,11,10,8,3,0,-1,1,12,10,9,17,12,12,7,8,9,16
"Sullivan, TN",US,36.4933,-82.3452,1,0,5,10,0,-1,0,0,-2,6,12,8,4,9,11,7,-3,2,0,-6,-7,-9,-1,5,3,0,2,1,0,2,2,0,0,2,9,11,12,0,-3,0,2,8,4,11,0,-6,0,0,4,4,2,-5,-7,-4,2,6,5,-2,-3,-1,-6,1,8,1,4,3,0,-4,0,10,10,4,15,5,7,5,8,8,13
"Johnson, IN",US,39.4638,-86.1345,0,3,7,1,-3,-2,-1,-2,-2,7,12,0,1,0,0,-1,-6,0,-11,-10,-7,-7,-1,2,0,-1,-2,-1,0,-1,0,0,0,2,13,0,-2,-4,-1,-4,1,0,-2,0,-14,-10,0,-2,7,-4,-4,-9,-6,-1,1,4,0,-5,-6,-7,-4,7,6,1,-1,0,-4,-1,8,11,4,4,3,1,0,0,3,2,8
"Howard, IN",US,40.4483,-86.1345,-1,2,5,1,-3,-3,-2,-4,-4,6,11,0,1,0,0,-2,-7,-1,-14,-11,-6,-7,-1,1,0,-1,-3,-1,-2,-2,-1,0,0,0,5,-1,-3,-5,-4,-5,0,-1,-4,-1,-18,-16,-4,-4,2,-4,-6,-10,-6,-2,0,2,-1,-6,-9,-9,-5,6,2,0,-2,0,-5,0,7,9,2,3,1,1,0,-1,1,1,4
"St. Joseph, IN",US,41.6228,-86.3377,-3,1,1,0,-3,-2,-2,-5,-5,6,7,-2,0,0,-1,-2,-7,-3,-14,-11,-7,-6,-1,1,0,0,-1,0,-2,-2,-1,0,0,-1,1,-3,-3,-5,-4,-3,-1,-2,-5,-1,-14,-15,-6,-5,0,-6,-7,-11,-5,-1,0,0,-2,-5,-8,-7,-5,4,-1,0,-2,0,-6,0,8,2,0,0,1,0,-2,-2,1,-1,3
"Knox, NE",US,42.6712,-97.8722,-6,-1,-3,-9,0,-4,-5,-9,-4,-9,-21,-13,-7,-11,-12,-22,-11,-14,-20,-22,-17,-2,-3,-5,-7,-4,-3,-5,-3,-1,0,-4,1,-2,-9,-8,-7,-10,-11,-4,-6,-5,-1,-22,-15,-3,-3,-1,-6,-12,-17,-4,-3,-2,-4,-1,-7,-4,0,-1,0,-2,1,0,3,-4,3,6,0,-5,-2,5,-3,-1,-2,0,-2,3,6
"Stark, OH",US,40.8685,-81.2519,-3,0,5,3,-2,0,-3,-1,-8,3,8,2,1,0,0,0,-5,-4,-7,-9,-9,-11,-4,1,2,-1,0,0,-2,-4,-2,-3,0,0,10,-2,-1,-3,-5,-2,0,0,-5,-1,-10,-14,0,-5,3,-3,-6,-11,-6,-4,-1,2,2,-6,-8,-8,-8,3,6,0,-3,0,-2,-2,5,9,0,3,8,0,0,-3,4,-1,6
"Anoka, MN",US,45.3293,-93.2197,-12,-3,-3,-7,-5,-7,-8,-21,-12,-10,-21,-16,-11,-3,-11,-25,-21,-6,-18,-17,-19,-9,-1,-3,-3,-6,-6,-11,-11,-9,-5,-6,0,-2,-14,-15,-13,-10,-18,-13,-16,-8,-6,-24,-25,-12,-14,-8,-10,-19,-24,-13,-11,-6,-8,-6,-9,-10,-11,-13,-1,-4,-1,-6,0,-8,-2,3,0,-7,-2,1,-3,-6,-7,0,-3,1,2
"Olmsted, MN",US,43.9952,-92.3814,-10,0,-3,-6,-5,-6,-6,-18,-10,-7,-15,-14,-9,-3,-10,-23,-20,-5,-20,-17,-19,-9,-4,-3,-2,-7,-7,-10,-10,-10,-5,-2,0,-4,-11,-14,-12,-9,-16,-12,-18,-10,-7,-23,-27,-13,-9,-6,-9,-19,-25,-16,-6,-5,-7,-4,-5,-10,-10,-15,0,-1,-3,-5,0,-6,-3,4,0,-5,0,2,-2,-4,-6,-1,-2,1,2
"Summit, UT",US,40.8298,-110.9984,-8,-12,-12,-9,-11,-13,-11,-7,-13,-18,-14,-15,-15,-12,-16,-10,-11,-16,-11,-7,-6,-7,-8,-8,-9,-8,-9,-11,-11,-13,-13,-6,-2,-16,-24,-22,-14,-7,-7,-16,-17,-19,-12,-13,-8,-12,-9,-16,-21,-17,-18,-10,-7,-8,-16,-17,-18,-11,-8,-5,-6,-15,-11,-8,-6,-3,-3,-4,-7,-7,-6,-5,-5,-7,-5,-5,-4,-6,-7
"Fairfield, CT",US,41.256,-73.3709,0,-2,3,5,1,-1,0,-1,-7,-2,6,12,0,1,3,1,-8,-9,-2,-9,-10,-10,-7,-2,0,0,0,0,-2,-6,-4,0,0,0,1,1,0,1,-3,-4,1,3,0,0,-2,-12,-4,0,0,2,-3,-8,-4,-3,0,3,5,5,-3,-3,-6,-2,6,5,1,0,-1,-1,4,7,3,1,4,3,2,-2,2,0,3
"Litchfield, CT",US,41.7866,-73.2765,-1,-3,2,3,-1,-3,-2,-3,-10,-5,5,12,-1,0,2,0,-11,-12,-6,-11,-11,-11,-8,-2,-1,0,-1,-1,-4,-8,-5,0,-2,-1,0,0,-1,0,-6,-7,-1,1,-2,0,-8,-14,-6,-3,-2,0,-6,-10,-6,-4,-1,2,3,3,-6,-6,-9,-4,4,3,0,-1,-3,-2,3,6,0,0,3,0,0,-4,0,0,1
"Orleans, LA",US,29.9511,-90.0715,10,13,15,13,8,11,13,8,12,18,20,10,15,18,19,17,15,18,10,4,2,3,8,10,7,10,11,8,12,8,10,8,8,12,16,19,10,3,10,13,17,21,20,13,6,6,14,13,17,18,15,4,4,9,13,16,11,5,5,9,11,17,18,21,13,12,8,12,16,18,17,18,19,19,18,18,20,20,21
"Pennington, SD",US,43.8901,-102.2548,-5,0,-5,-6,-2,-6,-5,-6,-4,-11,-17,-14,-10,-15,-20,-18,-3,-14,-16,-17,-4,0,-2,-4,-3,-1,-3,-2,-5,-2,-6,0,0,-5,-7,-11,-6,-8,-8,-6,-5,-8,-3,-19,-8,-3,-3,-2,-6,-14,-11,-7,-3,-2,-3,-5,-12,-3,-2,-1,-1,-4,-1,0,0,-1,4,4,-3,-3,0,0,-5,-3,-2,-4,-4,-2,0
"Beadle, SD",US,44.4797,-98.2213,-10,-1,-4,-14,-2,-8,-7,-15,-8,-12,-25,-15,-8,-15,-18,-27,-15,-17,-23,-26,-19,-5,-7,-7,-8,-10,-9,-7,-6,-3,-2,-7,1,-3,-13,-12,-10,-15,-17,-6,-12,-13,-5,-30,-25,-5,-11,-5,-14,-21,-24,-9,-9,-4,-10,-6,-14,-10,-5,-4,-4,-8,-2,-3,0,-8,0,2,-3,-5,-3,2,-3,-5,-3,0,-4,1,2
"Charles Mix, SD",US,43.0985,-98.3965,-7,-1,-3,-11,0,-5,-6,-11,-5,-11,-23,-14,-8,-12,-15,-23,-12,-15,-21,-23,-18,-1,-3,-6,-7,-6,-4,-5,-4,-2,-1,-5,0,-3,-9,-8,-9,-11,-13,-4,-7,-7,-2,-23,-17,-2,-7,-3,-8,-15,-19,-5,-4,-3,-6,-2,-9,-5,0,-2,0,-3,0,0,3,-4,2,6,-1,-5,-2,4,-3,-1,-2,0,-2,2,5
"Davison, SD",US,43.7242,-98.2213,-9,0,-4,-11,0,-6,-6,-13,-6,-12,-25,-15,-9,-14,-16,-25,-14,-16,-23,-25,-19,-3,-6,-6,-8,-8,-7,-6,-6,-3,-2,-4,1,-4,-11,-10,-9,-13,-16,-5,-9,-8,-2,-27,-21,-3,-10,-4,-11,-18,-21,-5,-6,-1,-8,-4,-11,-9,-1,-2,0,-5,0,0,1,-3,2,6,-2,-4,-3,3,-3,-3,-3,0,-3,1,4
"Minnehaha, SD",US,43.6632,-96.8351,-9,-2,-3,-12,0,-6,-7,-13,-6,-11,-22,-16,-9,-11,-11,-25,-17,-16,-23,-24,-21,-6,-3,-4,-7,-7,-5,-10,-10,-5,0,-5,2,-4,-12,-12,-10,-12,-18,-6,-13,-12,-3,-27,-24,-5,-7,-2,-10,-16,-22,-8,-7,-3,-7,-3,-11,-9,-3,-4,-1,-5,0,-1,1,-5,0,4,-2,-5,-4,2,-3,-5,-5,-1,-4,2,4
